client_id,family_id,monthly_potential_units
3,1,2.1008866834272815
3,2,11.991864779582421
26,1,2.1008866834272815
26,2,11.991864779582421
30,1,2.1008866834272815
30,2,17.56579606276076
46,1,4.296728697178961
46,2,4.149677548359899
64,1,2.1008866834272815
64,2,11.991864779582421
66,1,3.2225465228842203
66,2,29.00671495315415
69,1,2.1008866834272815
69,2,11.991864779582421
96,1,3.2225465228842203
96,2,18.058130687142445
100,1,2.1008866834272815
100,2,11.991864779582421
109,1,3.2225465228842203
109,2,15.197900964544095
118,1,3.2225465228842203
118,2,20.373275647032504
119,1,3.2225465228842203
119,2,18.058130687142445
123,1,5.370910871473701
123,2,30.096884478570736
132,1,2.1008866834272815
132,2,2.0279497623340754
142,1,3.2225465228842203
142,2,13.468868652727469
148,1,2.1008866834272815
148,2,2.0279497623340754
149,1,2.1008866834272815
149,2,11.991864779582421
163,1,2.1008866834272815
163,2,11.991864779582421
171,1,3.2225465228842203
171,2,18.058130687142445
188,1,2.1008866834272815
188,2,2.0279497623340754
191,1,2.1008866834272815
191,2,11.991864779582421
200,1,2.1008866834272815
200,2,2.0279497623340754
231,1,3.2225465228842203
231,2,3.1122581612699247
238,1,4.296728697178961
238,2,11.56986367296955
255,1,3.2225465228842203
255,2,37.63429313279509
258,1,2.1008866834272815
258,2,10.66138906845573
290,1,3.2225465228842203
290,2,3.1122581612699247
300,1,2.1008866834272815
300,2,12.38456025379162
317,1,3.2225465228842203
317,2,3.1122581612699247
330,1,2.1008866834272815
330,2,19.288967248096654
346,1,2.1008866834272815
346,2,17.56579606276076
349,1,2.1008866834272815
349,2,11.991864779582421
351,1,5.370910871473701
351,2,22.448114421212452
356,1,2.1008866834272815
356,2,11.991864779582421
367,1,3.2225465228842203
367,2,37.63429313279509
369,1,2.1008866834272815
369,2,2.0279497623340754
376,1,3.2225465228842203
376,2,29.00671495315415
382,1,2.1008866834272815
382,2,2.0279497623340754
383,1,3.2225465228842203
383,2,37.63429313279509
400,1,2.1008866834272815
400,2,11.991864779582421
433,1,3.2225465228842203
433,2,11.74569746739158
435,1,2.1008866834272815
435,2,11.991864779582421
462,1,2.1008866834272815
462,2,11.991864779582421
473,1,3.2225465228842203
473,2,18.058130687142445
474,1,3.2225465228842203
474,2,18.058130687142445
475,1,2.1008866834272815
475,2,11.991864779582421
477,1,2.1008866834272815
477,2,11.991864779582421
495,1,2.1008866834272815
495,2,3.4111756117873755
496,1,2.1008866834272815
496,2,2.0279497623340754
497,1,2.1008866834272815
497,2,2.0279497623340754
519,1,2.1008866834272815
519,2,11.991864779582421
523,1,2.1008866834272815
523,2,11.991864779582421
542,1,2.1008866834272815
542,2,22.741170745249164
544,1,2.1008866834272815
544,2,11.991864779582421
551,1,2.1008866834272815
551,2,27.922406554218302
553,1,3.2225465228842203
553,2,37.63429313279509
573,1,2.1008866834272815
573,2,11.991864779582421
576,1,2.1008866834272815
576,2,10.66138906845573
583,1,3.2225465228842203
583,2,18.058130687142445
631,1,3.2225465228842203
631,2,54.89531061855766
632,1,2.1008866834272815
632,2,2.0279497623340754
653,1,1.7032612376938698
653,2,6.623072923229782
654,1,2.1008866834272815
654,2,12.38456025379162
664,1,1.7032612376938698
664,2,6.623072923229782
667,1,1.7032612376938698
667,2,1.6411154146056097
669,1,2.1008866834272815
669,2,22.741170745249164
670,1,1.7032612376938698
670,2,1.6411154146056097
683,1,1.7032612376938698
683,2,1.6411154146056097
685,1,2.1008866834272815
685,2,11.991864779582421
714,1,1.7032612376938698
714,2,17.178961715032298
716,1,2.1008866834272815
716,2,2.0279497623340754
720,1,2.1008866834272815
720,2,19.288967248096654
722,1,2.1008866834272815
722,2,19.288967248096654
728,1,3.2225465228842203
728,2,16.921072149879986
732,1,2.1008866834272815
732,2,11.991864779582421
743,1,3.2225465228842203
743,2,18.058130687142445
752,1,3.2225465228842203
752,2,72.15632810432024
760,1,3.2225465228842203
760,2,29.00671495315415
761,1,3.2225465228842203
761,2,11.74569746739158
763,1,2.1008866834272815
763,2,2.0279497623340754
764,1,2.1008866834272815
764,2,2.0279497623340754
768,1,2.1008866834272815
768,2,27.922406554218302
778,1,3.2225465228842203
778,2,11.74569746739158
801,1,1.7032612376938698
801,2,1.6411154146056097
813,1,3.2225465228842203
813,2,20.373275647032504
814,1,2.1008866834272815
814,2,11.991864779582421
816,1,1.7032612376938698
816,2,6.623072923229782
818,1,2.1008866834272815
818,2,2.0279497623340754
827,1,1.7032612376938698
827,2,8.54552240891064
841,1,2.1008866834272815
841,2,10.66138906845573
878,1,3.2225465228842203
878,2,54.89531061855766
879,1,3.2225465228842203
879,2,16.05948655721204
906,1,3.2225465228842203
906,2,3.1122581612699247
924,1,2.1008866834272815
924,2,11.991864779582421
932,1,2.1008866834272815
932,2,11.991864779582421
946,1,3.2225465228842203
946,2,18.058130687142445
959,1,3.2225465228842203
959,2,29.00671495315415
979,1,1.7032612376938698
979,2,1.6411154146056097
986,1,1.7032612376938698
986,2,1.6411154146056097
991,1,2.1008866834272815
991,2,12.38456025379162
993,1,2.1008866834272815
993,2,14.97517815827619
1005,1,4.296728697178961
1005,2,64.56616931176929
1036,1,2.1008866834272815
1036,2,17.56579606276076
1037,1,2.1008866834272815
1037,2,2.0279497623340754
1056,1,1.7032612376938698
1056,2,1.6411154146056097
1073,1,1.7032612376938698
1073,2,1.6411154146056097
1074,1,2.1008866834272815
1074,2,2.0279497623340754
1078,1,1.7032612376938698
1078,2,1.6411154146056097
1083,1,2.1008866834272815
1083,2,2.0279497623340754
1104,1,2.1008866834272815
1104,2,2.0279497623340754
1116,1,3.2225465228842203
1116,2,29.00671495315415
1118,1,3.2225465228842203
1118,2,29.00671495315415
1133,1,1.7032612376938698
1133,2,6.623072923229782
1137,1,2.1008866834272815
1137,2,12.38456025379162
1144,1,5.370910871473701
1144,2,48.342571213096676
1156,1,4.296728697178961
1156,2,38.671712519885055
1169,1,2.1008866834272815
1169,2,2.0279497623340754
1177,1,2.1008866834272815
1177,2,2.0279497623340754
1195,1,3.2225465228842203
1195,2,54.89531061855766
1211,1,3.2225465228842203
1211,2,3.1122581612699247
1212,1,1.7032612376938698
1212,2,1.6411154146056097
1217,1,2.1008866834272815
1217,2,11.991864779582421
1221,1,3.2225465228842203
1221,2,3.1122581612699247
1236,1,1.7032612376938698
1236,2,1.6411154146056097
1238,1,2.1008866834272815
1238,2,11.991864779582421
1243,1,1.7032612376938698
1243,2,1.6411154146056097
1246,1,1.7032612376938698
1246,2,1.6411154146056097
1248,1,1.7032612376938698
1248,2,1.6411154146056097
1262,1,1.7032612376938698
1262,2,1.6411154146056097
1264,1,1.7032612376938698
1264,2,1.6411154146056097
1274,1,2.1008866834272815
1274,2,2.0279497623340754
1276,1,2.1008866834272815
1276,2,9.79394234930705
1299,1,5.370910871473701
1299,2,31.081553727334104
1311,1,1.7032612376938698
1311,2,1.6411154146056097
1314,1,2.1008866834272815
1314,2,13.246145846459566
1392,1,2.1008866834272815
1392,2,11.991864779582421
1394,1,2.1008866834272815
1394,2,11.991864779582421
1416,1,2.1008866834272815
1416,2,18.427381655428707
1419,1,2.1008866834272815
1419,2,24.470203057065792
1420,1,2.1008866834272815
1420,2,11.991864779582421
1421,1,2.1008866834272815
1421,2,19.288967248096654
1426,1,2.1008866834272815
1426,2,22.741170745249164
1428,1,2.1008866834272815
1428,2,11.991864779582421
1430,1,2.1008866834272815
1430,2,71.07201970538439
1433,1,2.1008866834272815
1433,2,22.741170745249164
1434,1,3.2225465228842203
1434,2,41.94808222261554
1451,1,2.1008866834272815
1451,2,11.991864779582421
1452,1,2.1008866834272815
1452,2,11.991864779582421
1460,1,2.1008866834272815
1460,2,16.698349343612083
1461,1,2.1008866834272815
1461,2,2.0279497623340754
1477,1,2.1008866834272815
1477,2,2.0279497623340754
1478,1,1.7032612376938698
1478,2,6.623072923229782
1487,1,1.7032612376938698
1487,2,6.623072923229782
1516,1,3.2225465228842203
1516,2,17.782657742547933
1528,1,2.1008866834272815
1528,2,8.932356756639106
1536,1,2.1008866834272815
1536,2,9.79394234930705
1575,1,2.1008866834272815
1575,2,2.0279497623340754
1589,1,2.1008866834272815
1589,2,2.0279497623340754
1592,1,2.1008866834272815
1592,2,2.0279497623340754
1601,1,2.1008866834272815
1601,2,2.0279497623340754
1624,1,1.7032612376938698
1624,2,1.6411154146056097
1628,1,1.7032612376938698
1628,2,1.6411154146056097
1641,1,2.1008866834272815
1641,2,14.113592565608247
1643,1,1.7032612376938698
1643,2,1.6411154146056097
1686,1,2.1008866834272815
1686,2,2.0279497623340754
1690,1,1.7032612376938698
1690,2,1.6411154146056097
1724,1,1.7032612376938698
1724,2,6.623072923229782
1730,1,2.1008866834272815
1730,2,8.932356756639106
1753,1,1.7032612376938698
1753,2,1.6411154146056097
1760,1,2.1008866834272815
